yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الأندلس,فيلا,3,3616695.75,
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,ظهرة لبن,عمارة,4,525000.0,
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,حطين,عمارة,1,1150000.0,
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,حطين,عمارة,1,1501700.0,
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الأندلس,فيلا,10,20940000.0,5087.96741
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الأندلس,فيلا,11,18782530.0,6389.023285
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الأندلس,فيلا,13,25728587.0,4516.061437
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الأندلس,فيلا,25,41144000.0,4519.449251
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النظيم,عمارة,2,826000.0,
2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الصحافة,شقة,34,63379907.83,16910.712362
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,الصحافة,شقة,13,13454000.0,8650.197535
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,الصحافة,شقة,27,276461515.37,9515.754648
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,الصحافة,شقة,12,19501048.0,12975.691996
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المصانع,فيلا,2,929827010.0,
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,المصانع,فيلا,4,8148804.0,
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,المصانع,فيلا,1,1746684.5,
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المصانع,فيلا,1,1184777.0,
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المصانع,فيلا,6,107170102.68,2017.640123
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المصانع,فيلا,10,19911288.0,1000.000796
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الصحافة,فيلا,24,74615932.08,10344.775064
2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الصحافة,فيلا,27,75441200.15,7914.387993
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الصحافة,فيلا,15,32122606.77,5031.693182
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الصحافة,فيلا,8,17270000.0,4983.633295
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الصحافة,فيلا,23,198988113.6,12273.88535
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,عرقة,أخرى,3,707000.0,
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,غبيرا,أخرى,1,140000.0,
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,غبيرا,أخرى,1,85000.0,
2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الأندلس,فيلا,7,8670928.95,3213.953468
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الأندلس,فيلا,17,36757381.0,6085.422459
2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الأندلس,فيلا,20,94506317.5,4752.230474
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الأندلس,فيلا,17,25158330.4,3855.020278
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الأندلس,فيلا,5,7910002.4,
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الصحافة,شقة,17,21966204.99,11388.543487
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الصحافة,شقة,21,27911528.0,10894.83702
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الصحافة,شقة,28,44368982.0,9317.006407
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الصحافة,شقة,29,41087707.38,10134.542986
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العليا,فيلا,35,122203512.52,8122.261977
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النظيم,عمارة,10,977000.0,2301.018483
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,النظيم,شقة,1,277500.0,
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,النظيم,شقة,2,539935.8,
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,النظيم,شقة,1,220000.0,
2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المصانع,فيلا,2,3320000.0,
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المصانع,فيلا,1,2200000.0,
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المصانع,فيلا,2,5823200.0,
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المصانع,فيلا,2,6135500.0,
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الصحافة,فيلا,19,228624500.0,12444.852941
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الصحافة,فيلا,18,154340000.0,11994.246109
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الصحافة,فيلا,15,71535836.31,7276.955657
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الصحافة,فيلا,26,80772481.82,5754.093612
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الصحافة,فيلا,11,30143965.0,5560.084139
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الصحافة,فيلا,7,12294498.0,5146.31588
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الصحافة,فيلا,10,21548698.0,5412.42249
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الصحافة,فيلا,5,10635000.0,
2018,2,الربع الثانى,20182,منطقة مكة المكرمة,جدة,أبحر الشمالية,أخرى,6,1100000.0,1765.744555
2021,2,الربع الثانى,20212,منطقة مكة المكرمة,جدة,الأمير فواز الجنوبى,شقة,1,709263.0,
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,جدة,الأمير فواز الجنوبى,شقة,3,1061600.0,
2023,1,الربع الأول,20231,منطقة مكة المكرمة,جدة,الرحاب,شقة,23,17543830.33,4411.295856
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,جدة,أبحر الشمالية,فيلا,43,94331702.27,6386.045557
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,جدة,أبحر الشمالية,فيلا,28,48093248.98,4785.379705
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,جدة,أبحر الشمالية,فيلا,24,32921871.5,5385.50008
2020,1,الربع الأول,20201,منطقة مكة المكرمة,جدة,أبحر الشمالية,فيلا,23,54305705.24,5194.315483
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,جدة,الفنار,فيلا,1,1900000.0,
2022,1,الربع الأول,20221,منطقة مكة المكرمة,جدة,الفنار,فيلا,1,1200000.0,
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,جدة,الفنار,فيلا,2,3750000.0,
2023,1,الربع الأول,20231,منطقة المدينة المنورة,المدينه المنوره,الدفاع,شقة,17,9740092.56,3392.896963
2023,1,الربع الأول,20231,منطقة المدينة المنورة,المدينه المنوره,الرمانة,شقة,35,23927587.41,3281.850801
2018,2,الربع الثانى,20182,منطقة المدينة المنورة,المدينه المنوره,شوران,شقة,2,583000.0,
2022,2,الربع الثانى,20222,منطقة المدينة المنورة,المدينه المنوره,جبل عير,أخرى,1,180000.0,
2020,1,الربع الأول,20201,منطقة المدينة المنورة,المدينه المنوره,جبل عير,أخرى,1,130000.0,
2023,2,الربع الثانى,20232,منطقة المدينة المنورة,المدينه المنوره,الدفاع,شقة,2,1160000.0,
2022,3,الربع الثالث,20223,منطقة المدينة المنورة,المدينه المنوره,الدفاع,شقة,21,14716310.08,3733.484965
2021,4,الربع الرابع,20214,منطقة المدينة المنورة,المدينه المنوره,الدفاع,شقة,1,795000.0,
2023,3,الربع الثالث,20233,منطقة المدينة المنورة,المدينه المنوره,طيبة,شقة,1,726000.0,
2022,4,الربع الرابع,20224,منطقة المدينة المنورة,المدينه المنوره,طيبة,شقة,2,1211924.63,
2023,3,الربع الثالث,20233,منطقة المدينة المنورة,المدينه المنوره,الرمانة,شقة,19,12136100.0,3198.418556
2022,4,الربع الرابع,20224,منطقة المدينة المنورة,المدينه المنوره,الرمانة,شقة,26,16778883.1,3444.76164
2023,2,الربع الثانى,20232,منطقة المدينة المنورة,المدينه المنوره,الرمانة,أخرى,1,5000000.0,
2023,3,الربع الثالث,20233,منطقة المدينة المنورة,المدينه المنوره,الجماوات,شقة,3,3527007.6,
2022,4,الربع الرابع,20224,منطقة المدينة المنورة,المدينه المنوره,الجماوات,شقة,6,3471000.0,3141.756582
2023,2,الربع الثانى,20232,منطقة المدينة المنورة,المدينه المنوره,الرمانة,شقة,19,12389618.0,3108.044056
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الناصرية,فيلا,1,550000.0,
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الناصرية,فيلا,3,2440000.0,
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,النظيم,فيلا,19,21092685.73,3120.425327
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,النظيم,فيلا,33,41755468.77,3352.432968
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,النظيم,فيلا,58,68322125.56,3223.519873
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,غبيرا,عمارة,1,500000.0,
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,المصانع,فيلا,2,5107000.0,
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الناصرية,فيلا,1,1195805.91,
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,حطين,فيلا,25,164238285.0,11956.412579
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,النظيم,عمارة,5,520000.0,
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,النظيم,عمارة,1,800000.0,
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الأندلس,فيلا,15,27052168.0,5930.843163
2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العليا,فيلا,6,116410707.0,9783.49459
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,ظهرة لبن,فيلا,103,120910626.72,3885.356862
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,ظهرة لبن,فيلا,113,121385579.74,3434.610346
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,ظهرة لبن,فيلا,128,128063505.65,3373.622989
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,ظهرة لبن,فيلا,119,171378651.47,3762.058624
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,ظهرة لبن,فيلا,142,152117994.29,3101.938903
2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,ظهرة لبن,فيلا,97,112538525.19,3876.196772
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,ظهرة لبن,فيلا,155,184485861.23,3538.627484
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,ظهرة لبن,فيلا,164,180537346.11,3321.383937
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,ظهرة لبن,فيلا,92,134851715.1,4163.946058
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,عرقة,فيلا,19,74918345.0,8425.498004
2019,4,الربع الرابع,20194,منطقة مكة المكرمة,جدة,,فيلا,1,47000.0,
2023,1,الربع الأول,20231,منطقة مكة المكرمة,جدة,الرحاب,فيلا,1,2174301.5,
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,جدة,اللؤلؤ,فيلا,18,30396452.55,6200.900907
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,جدة,اللؤلؤ,فيلا,24,33778136.4,6097.261841
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,جدة,اللؤلؤ,فيلا,42,54584230.1,5267.70582
2020,1,الربع الأول,20201,منطقة مكة المكرمة,جدة,اللؤلؤ,فيلا,37,44982212.44,4829.701736
2023,1,الربع الأول,20231,منطقة مكة المكرمة,جدة,أبحر الشمالية,فيلا,44,180105711.8,7011.372472
