السنة,الربع,الربع ,رقم الربع ,المنطقة,المدينة,الحي,نوع العقار,عدد الصكوك ,مجموع سعر العقار,المساحة M2,متوسط سعر المتر,الحد الأعلى لسعر المتر,الحد الأدنى لسعر المتر 
2024,2,الربع الثانى,20242,الشرقية,الدمام,طيبة,قطعة أرض-سكنى,49,62947285.16,19395.78,3759.382771,4833.33,2798.83
2024,2,الربع الثانى,20242,الشرقية,الدمام,القزاز,قطعة أرض-سكنى,4,2469000,926.05,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,المريكبات,قطعة أرض-سكنى,6,7777750,3016,2617.931548,3100,1425
2024,2,الربع الثانى,20242,الشرقية,الدمام,النخيل,قطعة أرض-سكنى,8,4069000,3304.73,1552.473608,1750,1340.63
2024,2,الربع الثانى,20242,الشرقية,الدمام,ضاحية الملك فهد,قطعة أرض-سكنى,82,84595051.65,68850.98,1359.190921,1600,1100.04
2024,2,الربع الثانى,20242,الشرقية,الدمام,غرناطة,قطعة أرض-سكنى,11,6347191.54,4704,1477.701209,1647.06,1200
2024,2,الربع الثانى,20242,الشرقية,الدمام,الأمانة,قطعة أرض-سكنى,26,28254257,10831.02,2750.613738,4000,1287.88
2024,2,الربع الثانى,20242,الشرقية,الدمام,الجامعيين,قطعة أرض-سكنى,6,7225794,4977.69,1123.145092,1900,73.03
2024,2,الربع الثانى,20242,الشرقية,الدمام,الخضرية,قطعة أرض-سكنى,8,18455688,9007.45,2099.749111,2121.38,2083.59
2024,2,الربع الثانى,20242,الشرقية,الدمام,الشاطئ الشرقي,قطعة أرض-سكنى,1,1122336,623.52,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,الصفا,قطعة أرض-سكنى,2,1856791.32,650,NULL,NULL,NULL
2024,2,الربع الثانى,20242,الشرقية,الدمام,النورس,قطعة أرض-سكنى,17,36064725.73,74872.03,459.1872365,459.19,459.19
2024,2,الربع الثانى,20242,الشرقية,الدمام,مدينة العمال,قطعة أرض-سكنى,9,4685000,2890.16,1495.251695,1667.06,1257.33
