ج,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,936,776"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,932,891"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,933,740"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,938,768"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,939,279"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,938,699"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,941,530"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,939,337"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,939,823"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,938,504"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,941,667"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,936,214"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,932,778"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,941,537"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,939,102"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,939,236"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,938,886"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,938,664"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,934,376"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,934,861"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,932,904"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,941,549"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,939,257"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,941,660"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,936,804"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,939,875"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,942,701"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/22,"30,935,187"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,962,585"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,960,870"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,963,735"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,965,183"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,963,789"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,962,645"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,961,049"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,961,203"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,959,190"
 مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2025/07/23,"30,955,040"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,962,618"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,958,936"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,963,414"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,961,336"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,964,630"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,961,477"
 حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,961,123"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,955,640"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,959,267"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,962,664"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,962,891"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,962,834"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/07/23,"30,959,474"
