السنة,التاريخ,رمز المنطقة الإدارية,المنطقة الإدارية,رمز البند,البند,الرقم القياسي,الأهمية النسبية,نسبة التغير السنوي,نسبة التغير الربعي
2021,2021 / Q4,6,عسير,013,فيلا سكني,101.87,0.39854,0,0
2015,2015 / Q1,5,المنطقة الشرقية,014,شقة سكني,104.643,2.57881,0.068003674,0.012089793
2015,2015 / Q2,6,عسير,01,سكني,94.303,65.37373,-0.059415520,-0.035233818
2023,2023 / Q2,8,حائل,031,أرض زراعية,96.89,3.60776,0.000402680,-0.001823483
2023,2023 / Q1,12,الباحة,015,بيت سكني,100,0.20994,0,0
2016,2016 / Q2,10,جازان,01,سكني,87.897,65.37373,-0.173613005,-0.063859926
2023,2023 / Q2,2,مكة المكرمة,03,زراعي,94.791,3.60776,0,0
2017,2017 / Q1,13,الجوف,021,قطعة أرض تجاري,83.607,30.86673,-0.037816625,-0.010720244
2015,2015 / Q1,4,القصيم,021,قطعة أرض تجاري,99.963,30.86673,0.066158276,-0.016760601
2023,2023 / Q3,9,الحدود الشمالية,011,قطعة أرض سكني,85.228,62.15994,0.016361381,0.002057541
2023,2023 / Q1,4,القصيم,014,شقة سكني,81.989,2.57881,-0.035605063,-0.008525407
2019,2019 / Q1,4,القصيم,015,بيت سكني,92.943,0.20994,0.003812507,-0.009136461
2016,2016 / Q3,8,حائل,011,قطعة أرض سكني,89.237,62.15994,-0.070157341,-0.026965435
2022,2022 / Q1,5,المنطقة الشرقية,015,بيت سكني,113.262,0.20994,0.006397612,0.000936760
2023,2023 / Q4,3,المدينة المنوره,024,مركز تجاري,95.154,0.07028,0,0
2021,2021 / Q2,9,الحدود الشمالية,011,قطعة أرض سكني,85.478,62.15994,-0.029464194,-0.002939461
2020,2020 / Q4,12,الباحة,03,زراعي,106.832,3.60776,-0.003990304,-0.002642020
2015,2015 / Q2,3,المدينة المنوره,014,شقة سكني,102.263,2.57881,0.035155380,-0.009875778
2022,2022 / Q3,13,الجوف,0,الرقم القياسي العام,83.311,100,0.018621314,0.000444316
2021,2021 / Q2,9,الحدود الشمالية,01,سكني,85.758,65.37373,-0.028788222,-0.002895113
2019,2019 / Q2,4,القصيم,014,شقة سكني,86.93,2.57881,0.024634606,-0.004318096
2017,2017 / Q2,1,الرياض,01,سكني,90.867,65.37373,-0.094832996,0.012671347
2017,2017 / Q3,5,المنطقة الشرقية,011,قطعة أرض سكني,87.29,62.15994,-0.049987484,-0.008631459
2022,2022 / Q2,2,مكة المكرمة,023,معرض/ محل تجاري,93.838,0.07853,0,0
2020,2020 / Q2,99,المملكة,024,مركز تجاري,102.43,0.07028,0,0
2018,2018 / Q1,6,عسير,012,عمارة سكني,100,0.0265,0,0
2019,2019 / Q3,1,الرياض,021,قطعة أرض تجاري,67.367,30.86673,0.009137619,0.008790057
2018,2018 / Q2,99,المملكة,022,عمارة تجاري,102.12,0.00298,0,0
2016,2016 / Q1,2,مكة المكرمة,021,قطعة أرض تجاري,91.127,30.86673,-0.081936329,-0.018694205
2015,2015 / Q2,11,نجران,02,تجاري,94.303,31.01851,-0.054957059,-0.031627697
2015,2015 / Q2,10,جازان,031,أرض زراعية,83.39,3.60776,-0.197864563,-0.156483917
2017,2017 / Q2,4,القصيم,03,زراعي,82.887,3.60776,0.017305497,0.001377261
2017,2017 / Q4,9,الحدود الشمالية,02,تجاري,94.41,31.01851,0.017425883,0.007577375
2022,2022 / Q2,3,المدينة المنوره,03,زراعي,92.555,3.60776,-0.003606416,-0.001391826
2015,2015 / Q3,3,المدينة المنوره,031,أرض زراعية,93.703,3.60776,-0.079601599,-0.000362717
2017,2017 / Q4,99,المملكة,015,بيت سكني,96.123,0.20994,-0.014193853,-0.004422579
2015,2015 / Q2,2,مكة المكرمة,03,زراعي,102.653,3.60776,0.036093140,-0.005878365
2021,2021 / Q1,6,عسير,01,سكني,83.741,65.37373,0.001123770,0.005668376
2017,2017 / Q2,6,عسير,014,شقة سكني,88.223,2.57881,-0.035993313,-0.013022028
2021,2021 / Q2,13,الجوف,021,قطعة أرض تجاري,83.417,30.86673,-0.000119865,-0.003595404
2021,2021 / Q1,5,المنطقة الشرقية,031,أرض زراعية,88.388,3.60776,-0.008068951,-0.008580754
2020,2020 / Q1,6,عسير,02,تجاري,91.523,31.01851,0.009853249,0.002036415
2023,2023 / Q2,11,نجران,021,قطعة أرض تجاري,81.624,30.86673,-0.000318432,-4.900279316e-05
2023,2023 / Q3,5,المنطقة الشرقية,023,معرض/ محل تجاري,90.6,0.07853,0,0
2018,2018 / Q3,7,تبوك,02,تجاري,88.153,31.01851,0.010662325,0.009736206
2017,2017 / Q4,3,المدينة المنوره,02,تجاري,98.437,31.01851,-0.011904881,0.000406516
2021,2021 / Q3,9,الحدود الشمالية,02,تجاري,94.115,31.01851,-0.004653376,0.012076308
2017,2017 / Q4,6,عسير,014,شقة سكني,87.713,2.57881,-0.023751489,0.008114290
2023,2023 / Q3,3,المدينة المنوره,014,شقة سكني,89.417,2.57881,-0.017697851,-0.009416509
2017,2017 / Q2,3,المدينة المنوره,031,أرض زراعية,92.93,3.60776,-0.005170587,-0.004392543
2018,2018 / Q3,13,الجوف,011,قطعة أرض سكني,80.82,62.15994,-0.021703606,-0.010044096
2023,2023 / Q3,4,القصيم,03,زراعي,81.016,3.60776,-0.005523777,-0.004301551
2017,2017 / Q1,6,عسير,014,شقة سكني,89.387,2.57881,-0.014878164,-0.005119815
2018,2018 / Q4,8,حائل,01,سكني,86.07,65.37373,0.011552881,-0.014089347
2020,2020 / Q4,6,عسير,012,عمارة سكني,100,0.0265,0,0
2020,2020 / Q3,12,الباحة,031,أرض زراعية,107.115,3.60776,-0.001351855,-0.001351855
2019,2019 / Q2,5,المنطقة الشرقية,015,بيت سكني,120.66,0.20994,0.036597938,0
2021,2021 / Q3,1,الرياض,014,شقة سكني,77.108,2.57881,-0.116301458,-0.010992112
2020,2020 / Q2,99,المملكة,013,فيلا سكني,88.353,0.39854,0.020360319,0.018560575
2021,2021 / Q3,11,نجران,021,قطعة أرض تجاري,80.948,30.86673,-0.026060591,-0.001751141
2017,2017 / Q4,2,مكة المكرمة,014,شقة سكني,84.117,2.57881,-0.056592981,-0.005356509
2023,2023 / Q1,99,المملكة,03,زراعي,92.384,3.60776,-0.003892393,-0.000746325
2017,2017 / Q1,11,نجران,01,سكني,87.897,65.37373,-0.022497776,-0.008348658
2015,2015 / Q1,3,المدينة المنوره,024,مركز تجاري,95.15,0.07028,-0.048471454,-0.0485
2023,2023 / Q3,3,المدينة المنوره,0,الرقم القياسي العام,92.039,100,-0.000260691,-0.000966047
2024,2024 / Q1,13,الجوف,02,تجاري,83.516,31.01851,0.009439778,0
2016,2016 / Q3,5,المنطقة الشرقية,021,قطعة أرض تجاري,90.117,30.86673,-0.039397525,-0.016479859
2016,2016 / Q3,12,الباحة,021,قطعة أرض تجاري,96.9,30.86673,0.008356140,-0.004315660
2014,2014 / Q4,8,حائل,021,قطعة أرض تجاري,106.517,30.86673,,0.056925977
2014,2014 / Q2,3,المدينة المنوره,01,سكني,99.34,65.37373,,0.023701566
2014,2014 / Q3,3,المدينة المنوره,024,مركز تجاري,100,0.07028,,0
2014,2014 / Q3,1,الرياض,014,شقة سكني,101.74,2.57881,,0.011935548
2014,2014 / Q1,99,المملكة,01,سكني,97.94,65.37373,,
2014,2014 / Q2,1,الرياض,03,زراعي,98.917,3.60776,,0.005254065
2014,2014 / Q1,99,المملكة,013,فيلا سكني,101.237,0.39854,,
2014,2014 / Q3,5,المنطقة الشرقية,023,معرض/ محل تجاري,89.037,0.07853,,-0.203034372
2014,2014 / Q1,6,عسير,012,عمارة سكني,100,0.0265,,
2014,2014 / Q2,7,تبوك,02,تجاري,101.413,31.01851,,0.053674400
2014,2014 / Q2,7,تبوك,01,سكني,98.053,65.37373,,0.010022662
2014,2014 / Q1,7,تبوك,011,قطعة أرض سكني,97.287,62.15994,,
2014,2014 / Q1,5,المنطقة الشرقية,0,الرقم القياسي العام,98.403,100,,
2014,2014 / Q4,7,تبوك,021,قطعة أرض تجاري,99.647,30.86673,,-0.029821828
2014,2014 / Q2,2,مكة المكرمة,0,الرقم القياسي العام,99.103,100,,0.005539941
2014,2014 / Q4,12,الباحة,031,أرض زراعية,100,3.60776,,0
2014,2014 / Q3,2,مكة المكرمة,031,أرض زراعية,101.637,3.60776,,0.025838489
2014,2014 / Q1,1,الرياض,012,عمارة سكني,95.197,0.0265,,
2014,2014 / Q4,2,مكة المكرمة,011,قطعة أرض سكني,101.627,62.15994,,0.004090384
2014,2014 / Q1,8,حائل,011,قطعة أرض سكني,98.72,62.15994,,
2014,2014 / Q3,8,حائل,014,شقة سكني,102.343,2.57881,,0.047705333
2014,2014 / Q3,6,عسير,023,معرض/ محل تجاري,101.67,0.07853,,0.016730502
2014,2014 / Q1,11,نجران,02,تجاري,100.08,31.01851,,
2014,2014 / Q2,4,القصيم,015,بيت سكني,99.02,0.20994,,0
2014,2014 / Q2,8,حائل,014,شقة سكني,97.683,2.57881,,-0.002247122
2014,2014 / Q4,5,المنطقة الشرقية,031,أرض زراعية,100.517,3.60776,,0.012357740
2014,2014 / Q2,4,القصيم,014,شقة سكني,100.277,2.57881,,0.006362715
2014,2014 / Q3,6,عسير,0,الرقم القياسي العام,99.943,100,,-0.006757898
2014,2014 / Q3,12,الباحة,014,شقة سكني,100,2.57881,,0
2014,2014 / Q1,11,نجران,031,أرض زراعية,101.087,3.60776,,
2014,2014 / Q2,1,الرياض,013,فيلا سكني,93.01,0.39854,,-0.167002517
2014,2014 / Q4,1,الرياض,024,مركز تجاري,98.19,0.07028,,-0.013364148
2014,2014 / Q3,8,حائل,011,قطعة أرض سكني,98.473,62.15994,,-0.007098420
2014,2014 / Q2,5,المنطقة الشرقية,01,سكني,100.26,65.37373,,0.030876955
2014,2014 / Q3,2,مكة المكرمة,01,سكني,101.12,65.37373,,0.021414141
2014,2014 / Q2,4,القصيم,02,تجاري,98.45,31.01851,,0.049909353
2014,2014 / Q2,8,حائل,011,قطعة أرض سكني,99.177,62.15994,,0.004629254
2014,2014 / Q3,99,المملكة,015,بيت سكني,100.01,0.20994,,-0.000968963
2014,2014 / Q3,5,المنطقة الشرقية,01,سكني,101.367,65.37373,,0.011041293
2014,2014 / Q3,12,الباحة,03,زراعي,100,3.60776,,0
2014,2014 / Q2,2,مكة المكرمة,031,أرض زراعية,99.077,3.60776,,0.031912345
2014,2014 / Q3,99,المملكة,021,قطعة أرض تجاري,100.177,30.86673,,0.003144308
2014,2014 / Q4,5,المنطقة الشرقية,021,قطعة أرض تجاري,99.243,30.86673,,-0.012310908
2014,2014 / Q2,5,المنطقة الشرقية,013,فيلا سكني,100.477,0.39854,,-0.013383739
2014,2014 / Q1,2,مكة المكرمة,021,قطعة أرض تجاري,99.377,30.86673,,
2014,2014 / Q4,99,المملكة,013,فيلا سكني,100.563,0.39854,,0.024031852
2014,2014 / Q4,1,الرياض,011,قطعة أرض سكني,102.327,62.15994,,0.000782419
2014,2014 / Q1,99,المملكة,011,قطعة أرض سكني,97.877,62.15994,,
2014,2014 / Q4,11,نجران,01,سكني,99.05,65.37373,,-0.010489510
2014,2014 / Q1,8,حائل,023,معرض/ محل تجاري,98.623,0.07853,,
2014,2014 / Q4,99,المملكة,015,بيت سكني,99.097,0.20994,,-0.009129087
2014,2014 / Q3,3,المدينة المنوره,031,أرض زراعية,101.807,3.60776,,0.013035215
2014,2014 / Q2,4,القصيم,031,أرض زراعية,101.417,3.60776,,-0.008117598
2014,2014 / Q2,8,حائل,031,أرض زراعية,100.393,3.60776,,-0.000537597
2014,2014 / Q1,99,المملكة,0,الرقم القياسي العام,98.15,100,,
2014,2014 / Q2,5,المنطقة الشرقية,014,شقة سكني,98.18,2.57881,,0.002041233
2014,2014 / Q4,7,تبوك,03,زراعي,102.857,3.60776,,0.027439816
2014,2014 / Q2,10,جازان,021,قطعة أرض تجاري,104.587,30.86673,,0.000191265
2014,2014 / Q3,5,المنطقة الشرقية,024,مركز تجاري,100,0.07028,,0.011531459
2014,2014 / Q1,5,المنطقة الشرقية,023,معرض/ محل تجاري,109.717,0.07853,,
2014,2014 / Q4,8,حائل,011,قطعة أرض سكني,103.637,62.15994,,0.052440771
2014,2014 / Q2,13,الجوف,014,شقة سكني,99.49,2.57881,,0
2014,2014 / Q2,5,المنطقة الشرقية,021,قطعة أرض تجاري,99.89,30.86673,,-0.005049952
2014,2014 / Q2,6,عسير,014,شقة سكني,99.833,2.57881,,0.004558261
2014,2014 / Q1,99,المملكة,024,مركز تجاري,100.807,0.07028,,
2014,2014 / Q2,5,المنطقة الشرقية,012,عمارة سكني,90.52,0.0265,,0
2014,2014 / Q3,2,مكة المكرمة,023,معرض/ محل تجاري,98.143,0.07853,,-0.050225968
2014,2014 / Q2,99,المملكة,015,بيت سكني,100.107,0.20994,,-0.006875
2014,2014 / Q2,9,الحدود الشمالية,01,سكني,105.837,65.37373,,0.128446529
2014,2014 / Q1,1,الرياض,013,فيلا سكني,111.657,0.39854,,
2014,2014 / Q1,6,عسير,03,زراعي,105.63,3.60776,,
2014,2014 / Q4,4,القصيم,023,معرض/ محل تجاري,108.517,0.07853,,0.062881378
2014,2014 / Q4,1,الرياض,022,عمارة تجاري,100,0.00298,,0
2014,2014 / Q4,6,عسير,021,قطعة أرض تجاري,100.13,30.86673,,-0.006420116
2014,2014 / Q4,99,المملكة,02,تجاري,101.49,31.01851,,0.013147255
2014,2014 / Q4,6,عسير,0,الرقم القياسي العام,100.657,100,,0.007144072
2014,2014 / Q1,3,المدينة المنوره,023,معرض/ محل تجاري,100,0.07853,,
2014,2014 / Q1,8,حائل,021,قطعة أرض تجاري,93.103,30.86673,,
2014,2014 / Q4,8,حائل,01,سكني,103.59,65.37373,,0.050821668
2014,2014 / Q2,8,حائل,021,قطعة أرض تجاري,99.597,30.86673,,0.069750706
2014,2014 / Q2,7,تبوك,013,فيلا سكني,94.097,0.39854,,-0.027491551
2014,2014 / Q3,4,القصيم,014,شقة سكني,101.127,2.57881,,0.008476520
2014,2014 / Q2,6,عسير,013,فيلا سكني,98.393,0.39854,,0.016561628
2014,2014 / Q1,4,القصيم,015,بيت سكني,99.02,0.20994,,
2014,2014 / Q1,13,الجوف,03,زراعي,97.16,3.60776,,
2014,2014 / Q1,6,عسير,021,قطعة أرض تجاري,99.17,30.86673,,
2014,2014 / Q2,10,جازان,01,سكني,104.297,65.37373,,0.012032176
2014,2014 / Q2,5,المنطقة الشرقية,03,زراعي,99.317,3.60776,,-0.015396054
2014,2014 / Q4,3,المدينة المنوره,01,سكني,103.273,65.37373,,0.029261389
2014,2014 / Q3,9,الحدود الشمالية,012,عمارة سكني,99.493,0.0265,,0.023664256
2014,2014 / Q2,13,الجوف,0,الرقم القياسي العام,100.893,100,,0.004880332
2014,2014 / Q2,9,الحدود الشمالية,0,الرقم القياسي العام,105.267,100,,0.109861145
2014,2014 / Q1,3,المدينة المنوره,013,فيلا سكني,99.147,0.39854,,
2014,2014 / Q3,13,الجوف,021,قطعة أرض تجاري,99.113,30.86673,,-0.030802930
2014,2014 / Q3,2,مكة المكرمة,0,الرقم القياسي العام,100.563,100,,0.014732147
2014,2014 / Q4,8,حائل,023,معرض/ محل تجاري,103.01,0.07853,,0.015076862
2014,2014 / Q4,7,تبوك,0,الرقم القياسي العام,101.54,100,,-0.009655711
2014,2014 / Q4,10,جازان,0,الرقم القياسي العام,96.06,100,,-0.004528638
2014,2014 / Q4,6,عسير,014,شقة سكني,101.457,2.57881,,0.021485457
2014,2014 / Q3,13,الجوف,01,سكني,99.353,65.37373,,-0.013209777
2014,2014 / Q3,6,عسير,024,مركز تجاري,100,0.07028,,0
2014,2014 / Q2,6,عسير,01,سكني,100.26,65.37373,,0.023029907
2014,2014 / Q1,7,تبوك,014,شقة سكني,95.537,2.57881,,
2014,2014 / Q3,3,المدينة المنوره,015,بيت سكني,100.057,0.20994,,-0.004308886
2014,2014 / Q4,5,المنطقة الشرقية,023,معرض/ محل تجاري,89.523,0.07853,,0.005458405
2014,2014 / Q4,10,جازان,01,سكني,97.93,65.37373,,0.033922105
2014,2014 / Q2,99,المملكة,023,معرض/ محل تجاري,98.333,0.07853,,-0.003445725
2014,2014 / Q4,99,المملكة,021,قطعة أرض تجاري,101.487,30.86673,,0.013076854
2014,2014 / Q3,99,المملكة,031,أرض زراعية,101.057,3.60776,,0.006744371
2014,2014 / Q3,6,عسير,01,سكني,100.17,65.37373,,-0.000897666
2014,2014 / Q1,6,عسير,024,مركز تجاري,100,0.07028,,
2014,2014 / Q4,5,المنطقة الشرقية,02,تجاري,99.233,31.01851,,-0.012282640
2014,2014 / Q3,12,الباحة,021,قطعة أرض تجاري,100,30.86673,,0
2014,2014 / Q3,4,القصيم,023,معرض/ محل تجاري,102.097,0.07853,,0.071513281
2014,2014 / Q4,4,القصيم,031,أرض زراعية,98.967,3.60776,,0.016401356
2014,2014 / Q1,1,الرياض,03,زراعي,98.4,3.60776,,
2014,2014 / Q4,13,الجوف,021,قطعة أرض تجاري,97.327,30.86673,,-0.018019836
2014,2014 / Q1,13,الجوف,0,الرقم القياسي العام,100.403,100,,
2014,2014 / Q3,8,حائل,023,معرض/ محل تجاري,101.48,0.07853,,0.047297646
2014,2014 / Q1,3,المدينة المنوره,024,مركز تجاري,99.997,0.07028,,
2014,2014 / Q4,10,جازان,03,زراعي,98.68,3.60776,,0
2014,2014 / Q2,5,المنطقة الشرقية,011,قطعة أرض سكني,100.4,62.15994,,0.032921811
2014,2014 / Q1,1,الرياض,022,عمارة تجاري,100,0.00298,,
2014,2014 / Q3,6,عسير,013,فيلا سكني,100.41,0.39854,,0.020499426
2014,2014 / Q4,12,الباحة,015,بيت سكني,100,0.20994,,0
2014,2014 / Q2,5,المنطقة الشرقية,015,بيت سكني,93.393,0.20994,,-0.086826435
2014,2014 / Q2,5,المنطقة الشرقية,023,معرض/ محل تجاري,111.72,0.07853,,0.018256059
2014,2014 / Q3,8,حائل,01,سكني,98.58,65.37373,,-0.005718781
2014,2014 / Q4,7,تبوك,031,أرض زراعية,102.857,3.60776,,0.027439816
2014,2014 / Q1,12,الباحة,02,تجاري,100,31.01851,,
2014,2014 / Q1,5,المنطقة الشرقية,013,فيلا سكني,101.84,0.39854,,
2014,2014 / Q1,6,عسير,015,بيت سكني,100.997,0.20994,,
2014,2014 / Q3,3,المدينة المنوره,01,سكني,100.337,65.37373,,0.010036239
2014,2014 / Q3,7,تبوك,013,فيلا سكني,100.15,0.39854,,0.064327237
2014,2014 / Q2,10,جازان,011,قطعة أرض سكني,104.357,62.15994,,0.012683164
2014,2014 / Q1,10,جازان,0,الرقم القياسي العام,103.11,100,,
2014,2014 / Q3,10,جازان,031,أرض زراعية,98.68,3.60776,,-0.050788765
2014,2014 / Q1,5,المنطقة الشرقية,014,شقة سكني,97.98,2.57881,,
2014,2014 / Q1,3,المدينة المنوره,02,تجاري,96.553,31.01851,,
2014,2014 / Q1,3,المدينة المنوره,015,بيت سكني,100.873,0.20994,,
2014,2014 / Q1,2,مكة المكرمة,0,الرقم القياسي العام,98.557,100,,
2014,2014 / Q4,2,مكة المكرمة,013,فيلا سكني,100.523,0.39854,,0.029600647
2014,2014 / Q2,7,تبوك,031,أرض زراعية,97.673,3.60776,,-0.017077589
2014,2014 / Q1,10,جازان,011,قطعة أرض سكني,103.05,62.15994,,
2014,2014 / Q1,9,الحدود الشمالية,021,قطعة أرض تجاري,102.427,30.86673,,
2014,2014 / Q1,1,الرياض,024,مركز تجاري,102.78,0.07028,,
2014,2014 / Q1,11,نجران,021,قطعة أرض تجاري,100.08,30.86673,,
2014,2014 / Q2,1,الرياض,022,عمارة تجاري,100,0.00298,,0
2014,2014 / Q4,2,مكة المكرمة,0,الرقم القياسي العام,101.777,100,,0.012072034
2014,2014 / Q2,1,الرياض,015,بيت سكني,101,0.20994,,-0.005220132
2014,2014 / Q4,1,الرياض,023,معرض/ محل تجاري,105.29,0.07853,,0.021707277
2014,2014 / Q1,6,عسير,023,معرض/ محل تجاري,96.65,0.07853,,
2014,2014 / Q4,5,المنطقة الشرقية,024,مركز تجاري,102.28,0.07028,,0.0228
2014,2014 / Q2,99,المملكة,013,فيلا سكني,99.993,0.39854,,-0.012287997
2014,2014 / Q2,6,عسير,03,زراعي,104.75,3.60776,,-0.008330967
2014,2014 / Q2,1,الرياض,02,تجاري,100.3,31.01851,,0.027590234
2014,2014 / Q3,6,عسير,021,قطعة أرض تجاري,100.777,30.86673,,0.008506210
2014,2014 / Q3,7,تبوك,014,شقة سكني,101.387,2.57881,,0.000592142
2014,2014 / Q4,11,نجران,0,الرقم القياسي العام,99.433,100,,-0.002547975
2014,2014 / Q1,8,حائل,0,الرقم القياسي العام,97.91,100,,
2014,2014 / Q1,8,حائل,015,بيت سكني,97.25,0.20994,,
2014,2014 / Q1,10,جازان,03,زراعي,98.68,3.60776,,
2014,2014 / Q2,3,المدينة المنوره,013,فيلا سكني,97.21,0.39854,,-0.019536648
2014,2014 / Q2,3,المدينة المنوره,023,معرض/ محل تجاري,100,0.07853,,0
2014,2014 / Q1,5,المنطقة الشرقية,011,قطعة أرض سكني,97.2,62.15994,,
2014,2014 / Q2,5,المنطقة الشرقية,024,مركز تجاري,98.86,0.07028,,0
2014,2014 / Q3,6,عسير,011,قطعة أرض سكني,100.287,62.15994,,-0.000597925
2014,2014 / Q1,5,المنطقة الشرقية,01,سكني,97.257,65.37373,,
2014,2014 / Q4,11,نجران,031,أرض زراعية,99.887,3.60776,,0.015762124
2014,2014 / Q1,5,المنطقة الشرقية,012,عمارة سكني,90.52,0.0265,,
2014,2014 / Q1,9,الحدود الشمالية,022,عمارة تجاري,100,0.00298,,
2014,2014 / Q2,6,عسير,024,مركز تجاري,100,0.07028,,0
2014,2014 / Q3,99,المملكة,02,تجاري,100.173,31.01851,,0.003104253
2014,2014 / Q1,4,القصيم,031,أرض زراعية,102.247,3.60776,,
2014,2014 / Q2,10,جازان,015,بيت سكني,100,0.20994,,0
2014,2014 / Q4,3,المدينة المنوره,015,بيت سكني,98.567,0.20994,,-0.014891512
2014,2014 / Q2,9,الحدود الشمالية,021,قطعة أرض تجاري,101.293,30.86673,,-0.011071300
2014,2014 / Q4,9,الحدود الشمالية,02,تجاري,94.387,31.01851,,-0.074029019
2014,2014 / Q4,7,تبوك,011,قطعة أرض سكني,102.01,62.15994,,-0.009005508
2014,2014 / Q3,8,حائل,03,زراعي,99.393,3.60776,,-0.009960854
2014,2014 / Q1,13,الجوف,02,تجاري,101.3,31.01851,,
2014,2014 / Q2,5,المنطقة الشرقية,0,الرقم القياسي العام,100.117,100,,0.017418168
2014,2014 / Q4,99,المملكة,023,معرض/ محل تجاري,101.857,0.07853,,0.007158890
2014,2014 / Q3,1,الرياض,024,مركز تجاري,99.52,0.07028,,0
2014,2014 / Q2,7,تبوك,011,قطعة أرض سكني,97.76,62.15994,,0.004861903
2014,2014 / Q4,13,الجوف,031,أرض زراعية,100.773,3.60776,,-0.002178369
2014,2014 / Q1,4,القصيم,021,قطعة أرض تجاري,93.76,30.86673,,
2014,2014 / Q2,10,جازان,02,تجاري,104.587,31.01851,,0.000191265
2014,2014 / Q2,13,الجوف,011,قطعة أرض سكني,100.69,62.15994,,-0.003197608
2014,2014 / Q4,9,الحدود الشمالية,022,عمارة تجاري,100,0.00298,,0
2014,2014 / Q4,6,عسير,024,مركز تجاري,100,0.07028,,0
2014,2014 / Q1,2,مكة المكرمة,013,فيلا سكني,100.63,0.39854,,
2014,2014 / Q4,3,المدينة المنوره,031,أرض زراعية,98.593,3.60776,,-0.031569538
2014,2014 / Q4,7,تبوك,013,فيلا سكني,109,0.39854,,0.088367449
2014,2014 / Q3,6,عسير,031,أرض زراعية,96.693,3.60776,,-0.076916468
2014,2014 / Q4,1,الرياض,012,عمارة سكني,106.697,0.0265,,0.075607125
2014,2014 / Q4,4,القصيم,011,قطعة أرض سكني,100.397,62.15994,,-0.010545300
2014,2014 / Q3,1,الرياض,01,سكني,102.227,65.37373,,0.046367852
2014,2014 / Q1,5,المنطقة الشرقية,021,قطعة أرض تجاري,100.397,30.86673,,
2014,2014 / Q4,11,نجران,03,زراعي,99.887,3.60776,,0.015762124
2014,2014 / Q1,6,عسير,014,شقة سكني,99.38,2.57881,,
2014,2014 / Q3,9,الحدود الشمالية,0,الرقم القياسي العام,102.31,100,,-0.028090475
2014,2014 / Q2,7,تبوك,023,معرض/ محل تجاري,100,0.07853,,0
2014,2014 / Q4,8,حائل,0,الرقم القياسي العام,103.79,100,,0.048457972
2014,2014 / Q1,9,الحدود الشمالية,011,قطعة أرض سكني,93.66,62.15994,,
2014,2014 / Q2,3,المدينة المنوره,015,بيت سكني,100.49,0.20994,,-0.003796853
2014,2014 / Q1,99,المملكة,015,بيت سكني,100.8,0.20994,,
2014,2014 / Q4,12,الباحة,02,تجاري,100,31.01851,,0
2014,2014 / Q3,7,تبوك,03,زراعي,100.11,3.60776,,0.024950600
2014,2014 / Q3,1,الرياض,011,قطعة أرض سكني,102.247,62.15994,,0.047365887
2014,2014 / Q3,11,نجران,031,أرض زراعية,98.337,3.60776,,-0.023368756
2014,2014 / Q4,99,المملكة,0,الرقم القياسي العام,101.627,100,,0.006506883
2014,2014 / Q1,4,القصيم,023,معرض/ محل تجاري,94.1,0.07853,,
2014,2014 / Q3,9,الحدود الشمالية,011,قطعة أرض سكني,102.393,62.15994,,-0.033937164
2014,2014 / Q2,11,نجران,014,شقة سكني,95.827,2.57881,,0.013506081
2014,2014 / Q4,6,عسير,011,قطعة أرض سكني,101.593,62.15994,,0.013022625
2014,2014 / Q4,6,عسير,012,عمارة سكني,100,0.0265,,0
2014,2014 / Q4,11,نجران,011,قطعة أرض سكني,99.027,62.15994,,-0.010748929
2014,2014 / Q1,6,عسير,0,الرقم القياسي العام,98.79,100,,
2014,2014 / Q4,99,المملكة,01,سكني,101.813,65.37373,,0.004598064
2014,2014 / Q4,4,القصيم,0,الرقم القياسي العام,100.5,100,,-0.015699833
2014,2014 / Q2,4,القصيم,021,قطعة أرض تجاري,98.523,30.86673,,0.050799915
2014,2014 / Q2,1,الرياض,011,قطعة أرض سكني,97.623,62.15994,,-0.001881256
2014,2014 / Q3,11,نجران,0,الرقم القياسي العام,99.687,100,,-0.014882452
2014,2014 / Q2,6,عسير,012,عمارة سكني,100,0.0265,,0
2014,2014 / Q3,1,الرياض,015,بيت سكني,98.86,0.20994,,-0.021188119
2014,2014 / Q3,4,القصيم,021,قطعة أرض تجاري,106.05,30.86673,,0.076398404
2014,2014 / Q1,99,المملكة,021,قطعة أرض تجاري,98.487,30.86673,,
2014,2014 / Q3,10,جازان,014,شقة سكني,100.62,2.57881,,0.009906356
2014,2014 / Q1,1,الرياض,01,سكني,97.833,65.37373,,
2014,2014 / Q1,4,القصيم,0,الرقم القياسي العام,97.783,100,,
2014,2014 / Q4,4,القصيم,015,بيت سكني,101.37,0.20994,,0.007784306
2014,2014 / Q1,1,الرياض,0,الرقم القياسي العام,97.753,100,,
2014,2014 / Q3,3,المدينة المنوره,021,قطعة أرض تجاري,100.883,30.86673,,0.019123144
2014,2014 / Q2,6,عسير,015,بيت سكني,100.2,0.20994,,-0.007891324
2014,2014 / Q2,2,مكة المكرمة,015,بيت سكني,100.997,0.20994,,0.007923914
2014,2014 / Q4,10,جازان,02,تجاري,89.923,31.01851,,-0.108941011
2014,2014 / Q4,99,المملكة,014,شقة سكني,101.233,2.57881,,0.006762603
2014,2014 / Q1,10,جازان,014,شقة سكني,103.127,2.57881,,
2014,2014 / Q1,8,حائل,031,أرض زراعية,100.447,3.60776,,
2014,2014 / Q3,13,الجوف,023,معرض/ محل تجاري,100,0.07853,,0
