أدوات البناء,المحافظة,المنطقة,نوع المنزل,عدد المنازل
البلك/ الطوب,المزاحمية,الرياض,شقة في منزل شعبي,184
الحجارة,المزاحمية,الرياض,شقة في منزل شعبي,1
الخرسانة/مسلح,المزاحمية,الرياض,شقة في منزل شعبي,120
أخرى,ثادق,الرياض,شقة في منزل شعبي,1
البلك/ الطوب,ثادق,الرياض,شقة في منزل شعبي,55
الحجارة,ثادق,الرياض,شقة في منزل شعبي,8
الخرسانة/مسلح,ثادق,الرياض,شقة في منزل شعبي,19
الطين,ثادق,الرياض,شقة في منزل شعبي,4
أخرى,حريملاء,الرياض,شقة في منزل شعبي,1
البلك/ الطوب,حريملاء,الرياض,شقة في منزل شعبي,96
الخرسانة/مسلح,حريملاء,الرياض,شقة في منزل شعبي,51
الطين,حريملاء,الرياض,شقة في منزل شعبي,9
البلك/ الطوب,حوطة بنى تميم,الرياض,شقة في منزل شعبي,723
الحجارة,حوطة بنى تميم,الرياض,شقة في منزل شعبي,7
الخرسانة/مسلح,حوطة بنى تميم,الرياض,شقة في منزل شعبي,123
الطين,حوطة بنى تميم,الرياض,شقة في منزل شعبي,4
أخرى,رماح,الرياض,شقة في منزل شعبي,3
البلك/ الطوب,رماح,الرياض,شقة في منزل شعبي,357
الحجارة,رماح,الرياض,شقة في منزل شعبي,4
الخرسانة/مسلح,رماح,الرياض,شقة في منزل شعبي,38
البلك/ الطوب,شقراء,الرياض,شقة في منزل شعبي,263
الحجارة,شقراء,الرياض,شقة في منزل شعبي,39
الخرسانة/مسلح,شقراء,الرياض,شقة في منزل شعبي,132
الطين,شقراء,الرياض,شقة في منزل شعبي,15
أخرى,ضرما,الرياض,شقة في منزل شعبي,2
البلك/ الطوب,ضرما,الرياض,شقة في منزل شعبي,88
الخرسانة/مسلح,ضرما,الرياض,شقة في منزل شعبي,26
الطين,ضرما,الرياض,شقة في منزل شعبي,7
أخرى,عفيف,الرياض,شقة في منزل شعبي,8
البلك/ الطوب,عفيف,الرياض,شقة في منزل شعبي,385
الحجارة,عفيف,الرياض,شقة في منزل شعبي,1
الخرسانة/مسلح,عفيف,الرياض,شقة في منزل شعبي,159
الطين,عفيف,الرياض,شقة في منزل شعبي,1
البلك/ الطوب,مرات,الرياض,شقة في منزل شعبي,20
الخرسانة/مسلح,مرات,الرياض,شقة في منزل شعبي,1
أخرى,وادى الدواسر,الرياض,شقة في منزل شعبي,2
البلك/ الطوب,وادى الدواسر,الرياض,شقة في منزل شعبي,677
الحجارة,وادى الدواسر,الرياض,شقة في منزل شعبي,12
الخرسانة/مسلح,وادى الدواسر,الرياض,شقة في منزل شعبي,416
الطين,وادى الدواسر,الرياض,شقة في منزل شعبي,4
أخرى,الأسياح,القصيم,شقة في منزل شعبي,2
البلك/ الطوب,الأسياح,القصيم,شقة في منزل شعبي,87
الحجارة,الأسياح,القصيم,شقة في منزل شعبي,1
الخرسانة/مسلح,الأسياح,القصيم,شقة في منزل شعبي,217
أخرى,البدائع,القصيم,شقة في منزل شعبي,3
البلك/ الطوب,البدائع,القصيم,شقة في منزل شعبي,157
الحجارة,البدائع,القصيم,شقة في منزل شعبي,3
الخرسانة/مسلح,البدائع,القصيم,شقة في منزل شعبي,96
الطين,البدائع,القصيم,شقة في منزل شعبي,1
أخرى,البكيرية,القصيم,شقة في منزل شعبي,2
البلك/ الطوب,البكيرية,القصيم,شقة في منزل شعبي,449
الحجارة,البكيرية,القصيم,شقة في منزل شعبي,8
الخرسانة/مسلح,البكيرية,القصيم,شقة في منزل شعبي,187
الطين,البكيرية,القصيم,شقة في منزل شعبي,2
البلك/ الطوب,الرس,القصيم,شقة في منزل شعبي,308
الحجارة,الرس,القصيم,شقة في منزل شعبي,2
الخرسانة/مسلح,الرس,القصيم,شقة في منزل شعبي,214
البلك/ الطوب,الشماسية,القصيم,شقة في منزل شعبي,31
الحجارة,الشماسية,القصيم,شقة في منزل شعبي,2
الخرسانة/مسلح,الشماسية,القصيم,شقة في منزل شعبي,14
البلك/ الطوب,المذنب,القصيم,شقة في منزل شعبي,265
الحجارة,المذنب,القصيم,شقة في منزل شعبي,1
الخرسانة/مسلح,المذنب,القصيم,شقة في منزل شعبي,82
أخرى,النبهانية,القصيم,شقة في منزل شعبي,4
البلك/ الطوب,النبهانية,القصيم,شقة في منزل شعبي,256
الحجارة,النبهانية,القصيم,شقة في منزل شعبي,1
الخرسانة/مسلح,النبهانية,القصيم,شقة في منزل شعبي,53
الطين,النبهانية,القصيم,شقة في منزل شعبي,1
أخرى,بريدة (مقرالامارة),القصيم,شقة في منزل شعبي,36
البلك/ الطوب,بريدة (مقرالامارة),القصيم,شقة في منزل شعبي,1304
الحجارة,بريدة (مقرالامارة),القصيم,شقة في منزل شعبي,44
الخرسانة/مسلح,بريدة (مقرالامارة),القصيم,شقة في منزل شعبي,1361
الطين,بريدة (مقرالامارة),القصيم,شقة في منزل شعبي,2
أخرى,رياض الخبراء,القصيم,شقة في منزل شعبي,1
البلك/ الطوب,رياض الخبراء,القصيم,شقة في منزل شعبي,145
الخرسانة/مسلح,رياض الخبراء,القصيم,شقة في منزل شعبي,56
البلك/ الطوب,ضرية,القصيم,شقة في منزل شعبي,70
الخرسانة/مسلح,ضرية,القصيم,شقة في منزل شعبي,7
أخرى,عقلة الصقور,القصيم,شقة في منزل شعبي,1
البلك/ الطوب,عقلة الصقور,القصيم,شقة في منزل شعبي,64
الخرسانة/مسلح,عقلة الصقور,القصيم,شقة في منزل شعبي,29
البلك/ الطوب,عنيزة,القصيم,شقة في منزل شعبي,527
الحجارة,عنيزة,القصيم,شقة في منزل شعبي,11
الخرسانة/مسلح,عنيزة,القصيم,شقة في منزل شعبي,212
الطين,عنيزة,القصيم,شقة في منزل شعبي,1
أخرى,عيون الجواء,القصيم,شقة في منزل شعبي,1
البلك/ الطوب,عيون الجواء,القصيم,شقة في منزل شعبي,199
الخرسانة/مسلح,عيون الجواء,القصيم,شقة في منزل شعبي,23
أخرى,الحناكية,المدينة المنورة,شقة في منزل شعبي,1
البلك/ الطوب,الحناكية,المدينة المنورة,شقة في منزل شعبي,350
الخرسانة/مسلح,الحناكية,المدينة المنورة,شقة في منزل شعبي,77
الطين,الحناكية,المدينة المنورة,شقة في منزل شعبي,2
البلك/ الطوب,العلا,المدينة المنورة,شقة في منزل شعبي,278
الحجارة,العلا,المدينة المنورة,شقة في منزل شعبي,1
الخرسانة/مسلح,العلا,المدينة المنورة,شقة في منزل شعبي,205
الطين,العلا,المدينة المنورة,شقة في منزل شعبي,1
أخرى,العيص,المدينة المنورة,شقة في منزل شعبي,1
البلك/ الطوب,العيص,المدينة المنورة,شقة في منزل شعبي,36
الحجارة,العيص,المدينة المنورة,شقة في منزل شعبي,1
الخرسانة/مسلح,العيص,المدينة المنورة,شقة في منزل شعبي,3
أخرى,المدينة المنورة (مقر الامارة),المدينة المنورة,شقة في منزل شعبي,9
