id,field_id,value,count,percentage
2391,477,"منطقة نجران",15,0.63
2392,479,"القطاع العام",1521,63.43
2393,479,"القطاع الخاص",877,36.57
2394,480,"خدمة إلكترونية جزئيا",2062,85.99
2395,480,"خدمة إلكترونية",336,14.01
2396,481,"عقارات/افراغ",803,33.49
2397,481,"عقارات/تعديل صك",283,11.8
2398,481,"عقارات/رهن العقارات",225,9.38
2399,481,"عقارات/فك رهن العقارات",134,5.59
2400,481,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",129,5.38
2401,481,"عقارات/تسجيل ملكية عقار بدون صك",110,4.59
2402,481,"عقارات/فرز صكوك",108,4.5
2403,481,"عقارات/تعريف الصكوك للفرز",79,3.29
2404,481,"عقارات/منح",73,3.04
2405,481,"عقارات/دمج عقارات",58,2.42
2406,481,"عقارات/حجز/فك حجز",54,2.25
2407,481,"عقارات/نقل شرح بانتقال ملكية",47,1.96
2408,481,"عقارات/تسجيل صك قديم",44,1.83
2409,481,"عقارات/فك الحجز التحفظي على ممتلكات شخص",41,1.71
2410,481,"عقارات/الحجز التحفظي على ممتلكات شخص",38,1.58
2411,481,"عقارات/تعديل صك قديم",29,1.21
2412,481,"عقارات/تملك نصيب",28,1.17
2413,481,"عقارات/ربط صك بالهوية العقارية",28,1.17
2414,481,"عقارات/مسجل عينيا",28,1.17
2415,481,"عقارات/تعويض أنقاض دون العقار",27,1.13
2416,481,"عقارات/منحة بديلة",15,0.63
2417,481,"عقارات/دمج صكوك",5,0.21
2418,481,"عقارات/نقل شرح وصية بدون انتقال ملكية",2,0.08
2419,481,"عقارات/التعويض عن المباني",2,0.08
2420,481,"عقارات/دراسة صك",2,0.08
2421,481,"عقارات/معالجة الصك الملغي",2,0.08
2422,481,"عقارات/نقل شرح إلغاء وصية",1,0.04
2423,481,"عقارات/تعويضات",1,0.04
2424,481,"عقارات/استلام مبلغ بسبب عقار",1,0.04
2425,481,"عقارات/نقل شرح إلغاء وقف",1,0.04
2426,485,"الخدمات الرقمية",6771,60.64
2427,485,"الرياض",2123,19.01
2428,485,"مكة المكرمه",989,8.86
2429,485,"الشرقية",516,4.62
2430,485,"القصيم",236,2.11
2431,485,"المدينة المنوره",209,1.87
2432,485,"حائل",101,0.9
2433,485,"عسير",91,0.81
2434,485,"الحدود الشمالية",50,0.45
2435,485,"نجران",34,0.3
2436,485,"تبوك",17,0.15
2437,485,"الجوف",14,0.13
2438,485,"جازان",9,0.08
2439,485,"الباحة",6,0.05
2440,486,"عام",6768,60.61
2441,486,"الرياض",2088,18.7
2442,486,"مكة المكرمة",702,6.29
2443,486,"الدمام",346,3.1
2444,486,"جده",240,2.15
2445,486,"المدينة المنورة",206,1.84
2446,486,"بريده",189,1.69
2447,486,"حائل",98,0.88
2448,486,"ابها",67,0.6
2449,486,"الاحساء",67,0.6
2450,486,"عرعر",50,0.45
2451,486,"حفر الباطن",45,0.4
2452,486,"الخبر",36,0.32
2453,486,"نجران",34,0.3
2454,486,"الطائف",33,0.3
2455,486,"الخرج",24,0.21
2456,486,"الرس",19,0.17
2457,486,"تبوك",17,0.15
2458,486,"عنيزه",17,0.15
2459,486,"القنفذه",14,0.13
2460,486,"خميس مشيط",12,0.11
2461,486,"بيشه",12,0.11
2462,486,"سكاكا",11,0.1
2463,486,"البكيريه",10,0.09
2464,486,"الجبيل",10,0.09
2465,486,"جيزان",9,0.08
2466,486,"القطيف",8,0.07
2467,486,"الباحه",6,0.05
2468,486,"شقراء",6,0.05
2469,486,"الدرعيه",4,0.04
2470,486,"بقعاء",3,0.03
2471,486,"القريات",3,0.03
2472,486,"كتابة عدل مدمجة - افتراضية",3,0.03
2473,486,"الخفجي",3,0.03
2474,486,"العلا",3,0.03
2475,486,"النعيريه",1,0.01
2476,486,"الدوادمي",1,0.01
2477,486,"المذنب",1,0.01
2478,487,"القطاع العام",6796,60.86
2479,487,"القطاع الخاص",4370,39.14
2480,488,"خدمة إلكترونية",6768,60.61
2481,488,"خدمة إلكترونية جزئيا",4398,39.39
2482,491,"الخدمات الرقمية",5927,47.96
2483,491,"الرياض",2901,23.48
2484,491,"مكة المكرمه",1442,11.67
2485,491,"الشرقية",1001,8.1
2486,491,"عسير",257,2.08
2487,491,"المدينة المنوره",250,2.02
2488,491,"القصيم",241,1.95
2489,491,"حائل",134,1.08
2490,491,"الحدود الشمالية",86,0.7
2491,491,"الجوف",55,0.45
2492,491,"تبوك",37,0.3
2493,491,"نجران",11,0.09
2494,491,"الباحة",8,0.06
2495,491,"جازان",7,0.06
2496,492,"عام",5923,47.93
2497,492,"الرياض",2812,22.76
2498,492,"مكة المكرمة",965,7.81
2499,492,"الدمام",803,6.5
2500,492,"جده",292,2.36
2501,492,"المدينة المنورة",250,2.02
2502,492,"بريده",206,1.67
2503,492,"ابها",200,1.62
2504,492,"الطائف",160,1.29
2505,492,"حائل",134,1.08
2506,492,"عرعر",85,0.69
2507,492,"الاحساء",73,0.59
2508,492,"حفر الباطن",68,0.55
2509,492,"الخرج",59,0.48
2510,492,"سكاكا",53,0.43
2511,492,"الخبر",45,0.36
2512,492,"تبوك",37,0.3
2513,492,"بيشه",37,0.3
2514,492,"القنفذه",25,0.2
2515,492,"خميس مشيط",15,0.12
2516,492,"شقراء",13,0.11
2517,492,"عنيزه",13,0.11
2518,492,"القطيف",11,0.09
2519,492,"الرس",10,0.08
2520,492,"البكيريه",10,0.08
2521,492,"نجران",10,0.08
2522,492,"الباحه",8,0.06
2523,492,"الدرعيه",7,0.06
2524,492,"عفيف",6,0.05
2525,492,"كتابة عدل مدمجة - افتراضية",4,0.03
2526,492,"صامطه",4,0.03
2527,492,"محايل عسير",4,0.03
2528,492,"الدوادمي",3,0.02
2529,492,"جيزان",3,0.02
2530,492,"القريات",2,0.02
2531,492,"المذنب",2,0.02
2532,492,"مرات",1,0.01
2533,492,"النماص",1,0.01
2534,492,"الجبيل",1,0.01
2535,492,"شروره",1,0.01
2536,492,"رفحاء",1,0.01
2537,493,"القطاع الخاص",6404,51.82
2538,493,"القطاع العام",5953,48.18
2539,494,"خدمة إلكترونية جزئيا",6434,52.07
2540,494,"خدمة إلكترونية",5923,47.93
2541,497,"الخدمات الرقمية",6165,47.42
2542,497,"الرياض",3412,26.24
2543,497,"مكة المكرمه",1428,10.98
2544,497,"الشرقية",571,4.39
2545,497,"عسير",504,3.88
2546,497,"القصيم",281,2.16
2547,497,"المدينة المنوره",243,1.87
2548,497,"حائل",204,1.57
2549,497,"الحدود الشمالية",76,0.58
2550,497,"تبوك",57,0.44
2551,497,"نجران",43,0.33
2552,497,"الجوف",14,0.11
2553,497,"جازان",4,0.03
2554,498,"عام",6165,47.42
2555,498,"الرياض",3348,25.75
2556,498,"مكة المكرمة",972,7.48
2557,498,"ابها",464,3.57
2558,498,"الدمام",394,3.03
2559,498,"جده",266,2.05
2560,498,"بريده",252,1.94
2561,498,"المدينة المنورة",239,1.84
2562,498,"حائل",204,1.57
2563,498,"الطائف",173,1.33
2564,498,"عرعر",74,0.57
2565,498,"حفر الباطن",70,0.54
2566,498,"الخبر",57,0.44
2567,498,"تبوك",57,0.44
2568,498,"الاحساء",48,0.37
2569,498,"نجران",43,0.33
2570,498,"الخرج",42,0.32
2571,498,"الرس",20,0.15
2572,498,"بيشه",19,0.15
2573,498,"خميس مشيط",17,0.13
2574,498,"القنفذه",17,0.13
2575,498,"شقراء",16,0.12
2576,498,"سكاكا",12,0.09
2577,498,"البكيريه",5,0.04
2578,498,"العلا",4,0.03
2579,498,"محايل عسير",4,0.03
2580,498,"وادي الدواسر",3,0.02
2581,498,"الدرعيه",3,0.02
2582,498,"رفحاء",2,0.02
2583,498,"القريات",2,0.02
2584,498,"عنيزه",2,0.02
2585,498,"جيزان",2,0.02
2586,498,"صامطه",2,0.02
2587,498,"البدائع",2,0.02
2588,498,"الجبيل",1,0.01
2589,498,"القطيف",1,0.01
2590,499,"القطاع الخاص",6799,52.29
2591,499,"القطاع العام",6203,47.71
2592,500,"خدمة إلكترونية جزئيا",6837,52.58
2593,500,"خدمة إلكترونية",6165,47.42
2594,503,"الخدمات الرقمية",7353,57.63
2595,503,"الرياض",2456,19.25
2596,503,"مكة المكرمه",1411,11.06
2597,503,"الشرقية",529,4.15
2598,503,"المدينة المنوره",291,2.28
2599,503,"القصيم",209,1.64
2600,503,"عسير",189,1.48
2601,503,"حائل",131,1.03
2602,503,"الحدود الشمالية",85,0.67
2603,503,"تبوك",48,0.38
2604,503,"نجران",36,0.28
2605,503,"الجوف",11,0.09
2606,503,"جازان",9,0.07
2607,504,"عام",7349,57.6
2608,504,"الرياض",2347,18.4
2609,504,"مكة المكرمة",943,7.39
2610,504,"الدمام",354,2.77
2611,504,"جده",351,2.75
2612,504,"المدينة المنورة",291,2.28
2613,504,"بريده",189,1.48
2614,504,"ابها",155,1.21
2615,504,"حائل",131,1.03
2616,504,"الطائف",94,0.74
2617,504,"الخبر",88,0.69
2618,504,"عرعر",85,0.67
2619,504,"الخرج",66,0.52
2620,504,"تبوك",45,0.35
2621,504,"حفر الباطن",44,0.34
2622,504,"نجران",36,0.28
2623,504,"الاحساء",29,0.23
2624,504,"شقراء",28,0.22
2625,504,"القنفذه",23,0.18
2626,504,"خميس مشيط",18,0.14
2627,504,"بيشه",14,0.11
2628,504,"الجبيل",13,0.1
2629,504,"البكيريه",12,0.09
2630,504,"سكاكا",11,0.09
2631,504,"عنيزه",8,0.06
2632,504,"جيزان",7,0.05
2633,504,"الدرعيه",6,0.05
2634,504,"وادي الدواسر",5,0.04
2635,504,"الدوادمي",4,0.03
2636,504,"كتابة عدل مدمجة - افتراضية",4,0.03
2637,504,"تيماء",3,0.02
2638,504,"صامطه",2,0.02
2639,504,"محايل عسير",2,0.02
2640,504,"القطيف",1,0.01
2641,505,"القطاع العام",7362,57.7
2642,505,"القطاع الخاص",5396,42.3
2643,506,"خدمة إلكترونية",7349,57.6
2644,506,"خدمة إلكترونية جزئيا",5409,42.4
2645,509,"الخدمات الرقمية",12955,88.15
2646,509,"الرياض",940,6.4
2647,509,"الشرقية",285,1.94
2648,509,"مكة المكرمه",282,1.92
2649,509,"حائل",60,0.41
2650,509,"عسير",58,0.39
2651,509,"المدينة المنوره",51,0.35
2652,509,"القصيم",26,0.18
2653,509,"تبوك",18,0.12
2654,509,"الجوف",16,0.11
2655,509,"جازان",5,0.03
2656,509,"خارجية",1,0.01
2657,510,"عام",12953,88.13
2658,510,"الرياض",926,6.3
2659,510,"الدمام",234,1.59
2660,510,"جده",141,0.96
2661,510,"مكة المكرمة",119,0.81
2662,510,"ابها",58,0.39
2663,510,"حائل",55,0.37
2664,510,"المدينة المنورة",51,0.35
2665,510,"الخبر",27,0.18
2666,510,"الطائف",22,0.15
2667,510,"بريده",22,0.15
2668,510,"تبوك",18,0.12
2669,510,"حفر الباطن",15,0.1
2670,510,"سكاكا",15,0.1
2671,510,"الخرج",11,0.07
2672,510,"الاحساء",7,0.05
2673,510,"بقعاء",5,0.03
2674,510,"جيزان",5,0.03
2675,510,"البكيريه",2,0.01
2676,510,"كتابة عدل مدمجة - افتراضية",2,0.01
2677,510,"شقراء",2,0.01
2678,510,"الرس",1,0.01
2679,510,"السليل",1,0.01
2680,510,"العيون",1,0.01
2681,510,"النعيريه",1,0.01
2682,510,"ليما / البيرو",1,0.01
2683,510,"القريات",1,0.01
2684,510,"المذنب",1,0.01
2685,511,"القطاع العام",13048,88.78
2686,511,"القطاع الخاص",1649,11.22
2687,512,"خدمة إلكترونية",12953,88.13
2688,512,"خدمة إلكترونية جزئيا",1744,11.87
2689,515,"الخدمات الرقمية",10965,84.09
2690,515,"الرياض",880,6.75
2691,515,"مكة المكرمه",427,3.27
2692,515,"الشرقية",286,2.19
2693,515,"عسير",139,1.07
2694,515,"حائل",137,1.05
2695,515,"المدينة المنوره",112,0.86
2696,515,"القصيم",41,0.31
2697,515,"الجوف",18,0.14
2698,515,"تبوك",16,0.12
2699,515,"نجران",11,0.08
2700,515,"جازان",7,0.05
2701,516,"عام",10961,84.06
2702,516,"الرياض",874,6.7
2703,516,"الدمام",255,1.96
2704,516,"جده",161,1.23
2705,516,"ابها",139,1.07
2706,516,"مكة المكرمة",135,1.04
2707,516,"حائل",134,1.03
2708,516,"الطائف",131,1.0
2709,516,"المدينة المنورة",112,0.86
2710,516,"بريده",38,0.29
2711,516,"الخبر",23,0.18
2712,516,"سكاكا",18,0.14
2713,516,"تبوك",15,0.12
2714,516,"نجران",11,0.08
2715,516,"جيزان",7,0.05
2716,516,"الخرج",4,0.03
2717,516,"حفر الباطن",4,0.03
2718,516,"كتابة عدل مدمجة - افتراضية",4,0.03
2719,516,"الاحساء",4,0.03
2720,516,"بقعاء",3,0.02
2721,516,"عنيزه",2,0.02
2722,516,"الافلاج",2,0.02
2723,516,"البكيريه",1,0.01
2724,516,"حقل",1,0.01
2725,517,"القطاع العام",11030,84.59
2726,517,"القطاع الخاص",2009,15.41
2727,518,"خدمة إلكترونية",10961,84.06
2728,518,"خدمة إلكترونية جزئيا",2078,15.94
2729,521,"الخدمات الرقمية",12714,84.51
2730,521,"الرياض",1049,6.97
2731,521,"مكة المكرمه",523,3.48
2732,521,"الشرقية",301,2.0
2733,521,"عسير",157,1.04
2734,521,"حائل",136,0.9
2735,521,"القصيم",69,0.46
2736,521,"المدينة المنوره",67,0.45
2737,521,"تبوك",14,0.09
2738,521,"الباحة",7,0.05
2739,521,"جازان",6,0.04
2740,521,"الحدود الشمالية",1,0.01
2741,521,"الجوف",1,0.01
2742,522,"عام",12711,84.49
2743,522,"الرياض",998,6.63
2744,522,"الدمام",255,1.69
2745,522,"الطائف",191,1.27
2746,522,"جده",190,1.26
2747,522,"ابها",155,1.03
2748,522,"مكة المكرمة",142,0.94
2749,522,"حائل",136,0.9
2750,522,"بريده",69,0.46
2751,522,"المدينة المنورة",67,0.45
2752,522,"الدوادمي",36,0.24
2753,522,"الخبر",29,0.19
2754,522,"الاحساء",13,0.09
2755,522,"تبوك",12,0.08
2756,522,"الخرج",8,0.05
2757,522,"الباحه",7,0.05
2758,522,"شقراء",6,0.04
2759,522,"جيزان",6,0.04
2760,522,"حفر الباطن",4,0.03
2761,522,"كتابة عدل مدمجة - افتراضية",3,0.02
2762,522,"حقل",2,0.01
2763,522,"خميس مشيط",2,0.01
2764,522,"رفحاء",1,0.01
2765,522,"الافلاج",1,0.01
2766,522,"طبرجل",1,0.01
2767,523,"القطاع العام",12795,85.04
2768,523,"القطاع الخاص",2250,14.96
